,global_step,rollout/ep_len_mean,rollout/ep_rew_mean,algorithm,reward_type,run
56,5717,100.29824829101562,-1.1252315044403076,TD3,sq_error,azure-eon-120
57,5818,100.31034851074219,-1.1096010208129883,TD3,sq_error,azure-eon-120
58,5919,100.32203674316406,-1.0938268899917603,TD3,sq_error,azure-eon-120
59,6020,100.33333587646484,-1.0785179138183594,TD3,sq_error,azure-eon-120
60,6121,100.3442611694336,-1.064002275466919,TD3,sq_error,azure-eon-120
61,6222,100.3548355102539,-1.0504597425460815,TD3,sq_error,azure-eon-120
62,6323,100.36508178710938,-1.037187099456787,TD3,sq_error,azure-eon-120
63,6424,100.375,-1.0247710943222046,TD3,sq_error,azure-eon-120
64,6525,100.38461303710938,-1.0126482248306274,TD3,sq_error,azure-eon-120
65,6626,100.39393615722656,-1.000663161277771,TD3,sq_error,azure-eon-120
66,6727,100.40298461914062,-0.989894688129425,TD3,sq_error,azure-eon-120
67,6828,100.4117660522461,-0.981316864490509,TD3,sq_error,azure-eon-120
68,6929,100.4202880859375,-0.9729810953140259,TD3,sq_error,azure-eon-120
69,7030,100.42857360839844,-0.9644324779510498,TD3,sq_error,azure-eon-120
70,7131,100.4366226196289,-0.954494059085846,TD3,sq_error,azure-eon-120
71,7232,100.44444274902344,-0.9455721378326416,TD3,sq_error,azure-eon-120
72,7333,100.45205688476562,-0.9342280626296997,TD3,sq_error,azure-eon-120
73,7434,100.45945739746094,-0.9224509596824646,TD3,sq_error,azure-eon-120
74,7535,100.46666717529297,-0.9116942882537842,TD3,sq_error,azure-eon-120
75,7636,100.47368621826172,-0.9009582996368408,TD3,sq_error,azure-eon-120
76,7737,100.48052215576172,-0.8905765414237976,TD3,sq_error,azure-eon-120
77,7838,100.4871826171875,-0.8826549053192139,TD3,sq_error,azure-eon-120
78,7939,100.49366760253906,-0.8737688064575195,TD3,sq_error,azure-eon-120
79,8040,100.5,-0.8651101589202881,TD3,sq_error,azure-eon-120
80,8141,100.50617218017578,-0.8578290939331055,TD3,sq_error,azure-eon-120
81,8242,100.51219177246094,-0.8508360981941223,TD3,sq_error,azure-eon-120
82,8343,100.51807403564453,-0.8442788124084473,TD3,sq_error,azure-eon-120
83,8444,100.52381134033203,-0.8364372253417969,TD3,sq_error,azure-eon-120
84,8545,100.52941131591797,-0.8293029069900513,TD3,sq_error,azure-eon-120
85,8646,100.53488159179688,-0.8223655819892883,TD3,sq_error,azure-eon-120
86,8747,100.54022979736328,-0.8240870237350464,TD3,sq_error,azure-eon-120
87,8848,100.54545593261719,-0.8187116384506226,TD3,sq_error,azure-eon-120
88,8949,100.5505599975586,-0.8106419444084167,TD3,sq_error,azure-eon-120
89,9050,100.55555725097656,-0.808886706829071,TD3,sq_error,azure-eon-120
90,9151,100.56044006347656,-0.8026195168495178,TD3,sq_error,azure-eon-120
91,9252,100.56521606445312,-0.7953211069107056,TD3,sq_error,azure-eon-120
92,9353,100.56989288330078,-0.7879748344421387,TD3,sq_error,azure-eon-120
93,9454,100.57447052001953,-0.7813882827758789,TD3,sq_error,azure-eon-120
94,9555,100.57894897460938,-0.7746120691299438,TD3,sq_error,azure-eon-120
95,9656,100.58333587646484,-0.7677835822105408,TD3,sq_error,azure-eon-120
96,9757,100.58763122558594,-0.7610397934913635,TD3,sq_error,azure-eon-120
97,9858,100.59183502197266,-0.7547309994697571,TD3,sq_error,azure-eon-120
98,9959,100.59596252441406,-0.74806147813797,TD3,sq_error,azure-eon-120
99,10060,100.5999984741211,-0.7418729066848755,TD3,sq_error,azure-eon-120
0,1,1.0,-42.465568588618375,DSAC,sq_error,fanciful-mountain-119
1,2,1.0,-35.734629326348696,DSAC,sq_error,fanciful-mountain-119
2,7,5.0,-55.990596034465554,DSAC,sq_error,fanciful-mountain-119
3,8,1.0,-44.83291085711486,DSAC,sq_error,fanciful-mountain-119
4,9,1.0,-40.52948632750727,DSAC,sq_error,fanciful-mountain-119
5,12,3.0,-76.91720234122477,DSAC,sq_error,fanciful-mountain-119
6,13,1.0,-44.239176423348695,DSAC,sq_error,fanciful-mountain-119
7,14,1.0,-41.22427957083952,DSAC,sq_error,fanciful-mountain-119
8,15,1.0,-47.33693469354182,DSAC,sq_error,fanciful-mountain-119
9,17,2.0,-33.802254478489715,DSAC,sq_error,fanciful-mountain-119
10,19,2.0,-42.68982049943055,DSAC,sq_error,fanciful-mountain-119
11,21,2.0,-35.871198461575645,DSAC,sq_error,fanciful-mountain-119
12,23,2.0,-59.292045263751504,DSAC,sq_error,fanciful-mountain-119
13,25,2.0,-62.04176744027695,DSAC,sq_error,fanciful-mountain-119
14,26,1.0,-47.75976798580899,DSAC,sq_error,fanciful-mountain-119
15,28,2.0,-51.201333110975966,DSAC,sq_error,fanciful-mountain-119
16,29,1.0,-40.47647229057539,DSAC,sq_error,fanciful-mountain-119
17,30,1.0,-40.270776589020876,DSAC,sq_error,fanciful-mountain-119
18,31,1.0,-35.68477770368491,DSAC,sq_error,fanciful-mountain-119
19,33,2.0,-55.388983420013574,DSAC,sq_error,fanciful-mountain-119
20,34,1.0,-44.05622365999521,DSAC,sq_error,fanciful-mountain-119
21,35,1.0,-27.63036766041675,DSAC,sq_error,fanciful-mountain-119
22,39,4.0,-83.42980603577249,DSAC,sq_error,fanciful-mountain-119
23,40,1.0,-36.01048372040307,DSAC,sq_error,fanciful-mountain-119
24,41,1.0,-40.88214731609769,DSAC,sq_error,fanciful-mountain-119
25,42,1.0,-44.82349501078936,DSAC,sq_error,fanciful-mountain-119
26,46,4.0,-63.58588977964379,DSAC,sq_error,fanciful-mountain-119
27,47,1.0,-32.22092903405848,DSAC,sq_error,fanciful-mountain-119
28,48,1.0,-45.27620337041136,DSAC,sq_error,fanciful-mountain-119
29,49,1.0,-46.516313168356675,DSAC,sq_error,fanciful-mountain-119
30,50,1.0,-41.961476397713284,DSAC,sq_error,fanciful-mountain-119
31,51,1.0,-30.003989785247754,DSAC,sq_error,fanciful-mountain-119
32,52,1.0,-44.69343778909382,DSAC,sq_error,fanciful-mountain-119
33,53,1.0,-41.3609103844142,DSAC,sq_error,fanciful-mountain-119
34,57,4.0,-44.423572459085094,DSAC,sq_error,fanciful-mountain-119
35,58,1.0,-34.99317619138752,DSAC,sq_error,fanciful-mountain-119
36,62,4.0,-70.78862559059672,DSAC,sq_error,fanciful-mountain-119
37,63,1.0,-41.41038145090726,DSAC,sq_error,fanciful-mountain-119
38,65,2.0,-65.54092846429036,DSAC,sq_error,fanciful-mountain-119
39,66,1.0,-47.984006328186716,DSAC,sq_error,fanciful-mountain-119
40,67,1.0,-29.94622807476105,DSAC,sq_error,fanciful-mountain-119
41,68,1.0,-46.02168140851317,DSAC,sq_error,fanciful-mountain-119
42,69,1.0,-28.126871784046198,DSAC,sq_error,fanciful-mountain-119
43,71,2.0,-82.0294313402648,DSAC,sq_error,fanciful-mountain-119
44,72,1.0,-47.48477670148918,DSAC,sq_error,fanciful-mountain-119
45,74,2.0,-76.55579262460589,DSAC,sq_error,fanciful-mountain-119
46,78,4.0,-31.327919920414363,DSAC,sq_error,fanciful-mountain-119
47,82,4.0,-78.45074584727355,DSAC,sq_error,fanciful-mountain-119
48,83,1.0,-35.85299104601615,DSAC,sq_error,fanciful-mountain-119
49,84,1.0,-43.46878971844614,DSAC,sq_error,fanciful-mountain-119
50,92,8.0,-19.751597572590256,DSAC,sq_error,fanciful-mountain-119
51,94,2.0,-42.4716214570882,DSAC,sq_error,fanciful-mountain-119
52,96,2.0,-37.903573344032786,DSAC,sq_error,fanciful-mountain-119
53,97,1.0,-43.61498799378023,DSAC,sq_error,fanciful-mountain-119
54,102,5.0,-45.574990768766256,DSAC,sq_error,fanciful-mountain-119
55,103,1.0,-33.52489394699976,DSAC,sq_error,fanciful-mountain-119
56,104,1.0,-35.186860178350855,DSAC,sq_error,fanciful-mountain-119
57,106,2.0,-77.48783165199553,DSAC,sq_error,fanciful-mountain-119
58,108,2.0,-93.1977259324164,DSAC,sq_error,fanciful-mountain-119
59,110,2.0,-81.35990517365857,DSAC,sq_error,fanciful-mountain-119
60,111,1.0,-44.96302587895125,DSAC,sq_error,fanciful-mountain-119
61,114,3.0,-64.86682156717798,DSAC,sq_error,fanciful-mountain-119
62,116,2.0,-67.0529961412337,DSAC,sq_error,fanciful-mountain-119
63,119,3.0,-47.164525601278974,DSAC,sq_error,fanciful-mountain-119
64,121,2.0,-24.678004764396267,DSAC,sq_error,fanciful-mountain-119
65,122,1.0,-30.715180578379236,DSAC,sq_error,fanciful-mountain-119
66,124,2.0,-67.84852772972161,DSAC,sq_error,fanciful-mountain-119
67,128,4.0,-87.95058596637521,DSAC,sq_error,fanciful-mountain-119
68,129,1.0,-27.438761868743107,DSAC,sq_error,fanciful-mountain-119
69,130,1.0,-32.64225422125974,DSAC,sq_error,fanciful-mountain-119
70,132,2.0,-41.344428455563985,DSAC,sq_error,fanciful-mountain-119
71,133,1.0,-35.740207044758506,DSAC,sq_error,fanciful-mountain-119
72,134,1.0,-47.560173728079526,DSAC,sq_error,fanciful-mountain-119
73,135,1.0,-37.729779598699984,DSAC,sq_error,fanciful-mountain-119
74,136,1.0,-45.708128039413445,DSAC,sq_error,fanciful-mountain-119
75,140,4.0,-36.272036072660725,DSAC,sq_error,fanciful-mountain-119
76,142,2.0,-61.57071759450901,DSAC,sq_error,fanciful-mountain-119
77,143,1.0,-29.50385192874107,DSAC,sq_error,fanciful-mountain-119
78,144,1.0,-35.41203627352501,DSAC,sq_error,fanciful-mountain-119
79,145,1.0,-35.39521046054247,DSAC,sq_error,fanciful-mountain-119
80,146,1.0,-32.38090073674275,DSAC,sq_error,fanciful-mountain-119
81,148,2.0,-102.11827309164259,DSAC,sq_error,fanciful-mountain-119
82,149,1.0,-47.50416684431405,DSAC,sq_error,fanciful-mountain-119
83,150,1.0,-33.74173351504169,DSAC,sq_error,fanciful-mountain-119
84,151,1.0,-48.192391467603315,DSAC,sq_error,fanciful-mountain-119
85,156,5.0,-82.92844815922508,DSAC,sq_error,fanciful-mountain-119
86,158,2.0,-78.70994980120852,DSAC,sq_error,fanciful-mountain-119
87,159,1.0,-41.6156594572984,DSAC,sq_error,fanciful-mountain-119
88,161,2.0,-73.8999077657601,DSAC,sq_error,fanciful-mountain-119
89,162,1.0,-29.605741236682455,DSAC,sq_error,fanciful-mountain-119
90,165,3.0,-34.23729488569776,DSAC,sq_error,fanciful-mountain-119
91,166,1.0,-41.9751154414395,DSAC,sq_error,fanciful-mountain-119
92,168,2.0,-30.377312823359183,DSAC,sq_error,fanciful-mountain-119
93,170,2.0,-77.46924969321849,DSAC,sq_error,fanciful-mountain-119
94,173,3.0,-39.23165312558496,DSAC,sq_error,fanciful-mountain-119
95,174,1.0,-41.219760840754866,DSAC,sq_error,fanciful-mountain-119
96,176,2.0,-98.02178478001962,DSAC,sq_error,fanciful-mountain-119
97,177,1.0,-48.42615138805209,DSAC,sq_error,fanciful-mountain-119
98,181,4.0,-102.83779110694081,DSAC,sq_error,fanciful-mountain-119
99,182,1.0,-29.907797611001318,DSAC,sq_error,fanciful-mountain-119
100,183,1.0,-38.25896635934369,DSAC,sq_error,fanciful-mountain-119
101,184,1.0,-35.4871669217476,DSAC,sq_error,fanciful-mountain-119
102,185,1.0,-37.16102371190854,DSAC,sq_error,fanciful-mountain-119
103,186,1.0,-48.388268501392574,DSAC,sq_error,fanciful-mountain-119
104,190,4.0,-31.48606913426591,DSAC,sq_error,fanciful-mountain-119
105,191,1.0,-28.02823719024875,DSAC,sq_error,fanciful-mountain-119
106,192,1.0,-43.88540772621062,DSAC,sq_error,fanciful-mountain-119
107,193,1.0,-37.03224473307355,DSAC,sq_error,fanciful-mountain-119
108,194,1.0,-47.42063493281387,DSAC,sq_error,fanciful-mountain-119
109,197,3.0,-82.82800086300357,DSAC,sq_error,fanciful-mountain-119
110,198,1.0,-41.64515787785151,DSAC,sq_error,fanciful-mountain-119
111,200,2.0,-67.31919774738041,DSAC,sq_error,fanciful-mountain-119
112,201,1.0,-32.076411718356276,DSAC,sq_error,fanciful-mountain-119
113,205,4.0,-55.853420268806495,DSAC,sq_error,fanciful-mountain-119
114,206,1.0,-34.24892785807571,DSAC,sq_error,fanciful-mountain-119
115,210,4.0,-75.39414213634251,DSAC,sq_error,fanciful-mountain-119
116,211,1.0,-32.75299247908672,DSAC,sq_error,fanciful-mountain-119
117,212,1.0,-42.8448869515298,DSAC,sq_error,fanciful-mountain-119
118,213,1.0,-46.99882134550178,DSAC,sq_error,fanciful-mountain-119
119,214,1.0,-44.74803640123124,DSAC,sq_error,fanciful-mountain-119
120,215,1.0,-36.432948818842554,DSAC,sq_error,fanciful-mountain-119
121,219,4.0,-128.41766098904134,DSAC,sq_error,fanciful-mountain-119
122,220,1.0,-43.377129585587504,DSAC,sq_error,fanciful-mountain-119
123,221,1.0,-25.713503773873914,DSAC,sq_error,fanciful-mountain-119
124,222,1.0,-43.59522434547649,DSAC,sq_error,fanciful-mountain-119
125,224,2.0,-48.78712698303604,DSAC,sq_error,fanciful-mountain-119
126,226,2.0,-33.11398502714915,DSAC,sq_error,fanciful-mountain-119
127,230,4.0,-79.61396178544409,DSAC,sq_error,fanciful-mountain-119
128,231,1.0,-44.42393800658398,DSAC,sq_error,fanciful-mountain-119
129,232,1.0,-48.73809091822228,DSAC,sq_error,fanciful-mountain-119
130,233,1.0,-43.64959643431823,DSAC,sq_error,fanciful-mountain-119
131,236,3.0,-54.246314238040206,DSAC,sq_error,fanciful-mountain-119
132,237,1.0,-48.56853364969987,DSAC,sq_error,fanciful-mountain-119
133,239,2.0,-52.16903647288136,DSAC,sq_error,fanciful-mountain-119
134,240,1.0,-35.27557522529106,DSAC,sq_error,fanciful-mountain-119
135,242,2.0,-37.66692048374336,DSAC,sq_error,fanciful-mountain-119
136,244,2.0,-53.60687937680822,DSAC,sq_error,fanciful-mountain-119
137,247,3.0,-32.719595169002346,DSAC,sq_error,fanciful-mountain-119
138,250,3.0,-26.28504416797354,DSAC,sq_error,fanciful-mountain-119
139,251,1.0,-46.94103466169826,DSAC,sq_error,fanciful-mountain-119
140,252,1.0,-48.41073710540371,DSAC,sq_error,fanciful-mountain-119
141,254,2.0,-34.39737725897459,DSAC,sq_error,fanciful-mountain-119
142,258,4.0,-30.434724165186207,DSAC,sq_error,fanciful-mountain-119
143,260,2.0,-62.23854487860302,DSAC,sq_error,fanciful-mountain-119
144,261,1.0,-31.104504728400357,DSAC,sq_error,fanciful-mountain-119
145,262,1.0,-36.46074218983556,DSAC,sq_error,fanciful-mountain-119
146,265,3.0,-51.16577667129386,DSAC,sq_error,fanciful-mountain-119
147,268,3.0,-63.07447441399988,DSAC,sq_error,fanciful-mountain-119
148,272,4.0,-23.510284226718795,DSAC,sq_error,fanciful-mountain-119
149,281,9.0,-58.17676396350906,DSAC,sq_error,fanciful-mountain-119
150,368,87.0,-23.069426693995045,DSAC,sq_error,fanciful-mountain-119
151,373,5.0,-41.46184659849833,DSAC,sq_error,fanciful-mountain-119
152,389,16.0,-18.284826277974737,DSAC,sq_error,fanciful-mountain-119
153,416,27.0,-35.07229232232655,DSAC,sq_error,fanciful-mountain-119
154,503,87.0,-41.09063944719624,DSAC,sq_error,fanciful-mountain-119
155,528,25.0,-29.97425160324948,DSAC,sq_error,fanciful-mountain-119
156,565,37.0,-19.51342184014386,DSAC,sq_error,fanciful-mountain-119
157,666,101.0,-4.393547136606444,DSAC,sq_error,fanciful-mountain-119
158,767,101.0,-3.518966509520621,DSAC,sq_error,fanciful-mountain-119
159,868,101.0,-3.838551867346822,DSAC,sq_error,fanciful-mountain-119
160,872,4.0,-27.615203654560297,DSAC,sq_error,fanciful-mountain-119
161,956,84.0,-22.096184046240335,DSAC,sq_error,fanciful-mountain-119
162,1057,101.0,-3.622262927959932,DSAC,sq_error,fanciful-mountain-119
163,1158,101.0,-3.0544598070523157,DSAC,sq_error,fanciful-mountain-119
164,1259,101.0,-2.8654611159851253,DSAC,sq_error,fanciful-mountain-119
165,1360,101.0,-2.6304959877547502,DSAC,sq_error,fanciful-mountain-119
166,1461,101.0,-3.382718269935218,DSAC,sq_error,fanciful-mountain-119
167,1562,101.0,-3.369309791540598,DSAC,sq_error,fanciful-mountain-119
168,1663,101.0,-2.9303501457215964,DSAC,sq_error,fanciful-mountain-119
169,1764,101.0,-3.0484187574921107,DSAC,sq_error,fanciful-mountain-119
170,1865,101.0,-3.3523228445230746,DSAC,sq_error,fanciful-mountain-119
171,1966,101.0,-2.132118873323337,DSAC,sq_error,fanciful-mountain-119
172,2067,101.0,-2.399327907720543,DSAC,sq_error,fanciful-mountain-119
173,2168,101.0,-3.1247802047045474,DSAC,sq_error,fanciful-mountain-119
174,2269,101.0,-2.3416796311210546,DSAC,sq_error,fanciful-mountain-119
175,2370,101.0,-2.8639420525070802,DSAC,sq_error,fanciful-mountain-119
176,2471,101.0,-2.3480923359115247,DSAC,sq_error,fanciful-mountain-119
177,2572,101.0,-3.271703147727028,DSAC,sq_error,fanciful-mountain-119
178,2673,101.0,-2.7627951480518096,DSAC,sq_error,fanciful-mountain-119
179,2774,101.0,-2.480625265668242,DSAC,sq_error,fanciful-mountain-119
180,2875,101.0,-2.4026534568804827,DSAC,sq_error,fanciful-mountain-119
181,2976,101.0,-2.7269577909799434,DSAC,sq_error,fanciful-mountain-119
182,3077,101.0,-2.9463574409807562,DSAC,sq_error,fanciful-mountain-119
183,3178,101.0,-2.240487880075621,DSAC,sq_error,fanciful-mountain-119
184,3279,101.0,-2.515921184647605,DSAC,sq_error,fanciful-mountain-119
185,3380,101.0,-2.450370153695974,DSAC,sq_error,fanciful-mountain-119
186,3481,101.0,-2.18518252446906,DSAC,sq_error,fanciful-mountain-119
187,3582,101.0,-2.779775849463362,DSAC,sq_error,fanciful-mountain-119
188,3683,101.0,-2.564750667002013,DSAC,sq_error,fanciful-mountain-119
189,3784,101.0,-2.339924395632597,DSAC,sq_error,fanciful-mountain-119
190,3885,101.0,-2.0134459984751736,DSAC,sq_error,fanciful-mountain-119
191,3986,101.0,-1.8912170045652494,DSAC,sq_error,fanciful-mountain-119
192,4087,101.0,-2.4514484268207304,DSAC,sq_error,fanciful-mountain-119
193,4188,101.0,-2.2112292804947606,DSAC,sq_error,fanciful-mountain-119
194,4289,101.0,-1.7723713437455733,DSAC,sq_error,fanciful-mountain-119
195,4390,101.0,-2.3432381070804666,DSAC,sq_error,fanciful-mountain-119
196,4491,101.0,-2.043397199141053,DSAC,sq_error,fanciful-mountain-119
197,4592,101.0,-1.686651332094712,DSAC,sq_error,fanciful-mountain-119
198,4693,101.0,-2.07204503635871,DSAC,sq_error,fanciful-mountain-119
199,4794,101.0,-1.7978614729303033,DSAC,sq_error,fanciful-mountain-119
200,4895,101.0,-2.099001486904429,DSAC,sq_error,fanciful-mountain-119
201,4996,101.0,-2.0950131330968174,DSAC,sq_error,fanciful-mountain-119
202,5097,101.0,-1.68474341589888,DSAC,sq_error,fanciful-mountain-119
203,5198,101.0,-1.7452937201079104,DSAC,sq_error,fanciful-mountain-119
204,5299,101.0,-1.5075458183925092,DSAC,sq_error,fanciful-mountain-119
205,5400,101.0,-1.8817361258308123,DSAC,sq_error,fanciful-mountain-119
206,5501,101.0,-1.5740840322642267,DSAC,sq_error,fanciful-mountain-119
207,5602,101.0,-1.6012568147334512,DSAC,sq_error,fanciful-mountain-119
208,5703,101.0,-1.7305492828708244,DSAC,sq_error,fanciful-mountain-119
209,5804,101.0,-2.245285760531249,DSAC,sq_error,fanciful-mountain-119
210,5905,101.0,-1.6752632836105075,DSAC,sq_error,fanciful-mountain-119
211,6006,101.0,-2.2883694800018923,DSAC,sq_error,fanciful-mountain-119
212,6107,101.0,-1.7095423206113327,DSAC,sq_error,fanciful-mountain-119
213,6208,101.0,-1.5632332195760628,DSAC,sq_error,fanciful-mountain-119
214,6309,101.0,-1.1444990841951677,DSAC,sq_error,fanciful-mountain-119
215,6410,101.0,-1.66223461186535,DSAC,sq_error,fanciful-mountain-119
216,6511,101.0,-1.891653355539968,DSAC,sq_error,fanciful-mountain-119
217,6612,101.0,-1.1207790055303477,DSAC,sq_error,fanciful-mountain-119
218,6713,101.0,-1.7514672806725708,DSAC,sq_error,fanciful-mountain-119
219,6814,101.0,-1.7106761711391048,DSAC,sq_error,fanciful-mountain-119
220,6915,101.0,-1.173724319477265,DSAC,sq_error,fanciful-mountain-119
221,7016,101.0,-1.2525354741799481,DSAC,sq_error,fanciful-mountain-119
222,7117,101.0,-1.7644713927969287,DSAC,sq_error,fanciful-mountain-119
223,7218,101.0,-1.368213181958562,DSAC,sq_error,fanciful-mountain-119
224,7319,101.0,-1.0963253779703432,DSAC,sq_error,fanciful-mountain-119
225,7420,101.0,-1.220148916938412,DSAC,sq_error,fanciful-mountain-119
226,7521,101.0,-1.334645613084387,DSAC,sq_error,fanciful-mountain-119
227,7622,101.0,-1.535180245772916,DSAC,sq_error,fanciful-mountain-119
228,7723,101.0,-1.4238188957130697,DSAC,sq_error,fanciful-mountain-119
229,7824,101.0,-1.658682714626945,DSAC,sq_error,fanciful-mountain-119
230,7925,101.0,-1.4247285725039418,DSAC,sq_error,fanciful-mountain-119
231,8026,101.0,-1.0552949393794742,DSAC,sq_error,fanciful-mountain-119
232,8127,101.0,-1.5437873182754416,DSAC,sq_error,fanciful-mountain-119
233,8228,101.0,-1.4192798177173944,DSAC,sq_error,fanciful-mountain-119
234,8329,101.0,-1.2028557751885989,DSAC,sq_error,fanciful-mountain-119
235,8430,101.0,-1.3482680328070114,DSAC,sq_error,fanciful-mountain-119
236,8531,101.0,-0.9995726508358458,DSAC,sq_error,fanciful-mountain-119
237,8632,101.0,-1.124002325309334,DSAC,sq_error,fanciful-mountain-119
238,8733,101.0,-1.0422826610896925,DSAC,sq_error,fanciful-mountain-119
239,8834,101.0,-1.1016912802348193,DSAC,sq_error,fanciful-mountain-119
240,8935,101.0,-0.9498730781849327,DSAC,sq_error,fanciful-mountain-119
241,9036,101.0,-1.025554506425631,DSAC,sq_error,fanciful-mountain-119
242,9137,101.0,-1.2030467113102963,DSAC,sq_error,fanciful-mountain-119
243,9238,101.0,-0.9750391051118247,DSAC,sq_error,fanciful-mountain-119
244,9339,101.0,-1.6966303789736432,DSAC,sq_error,fanciful-mountain-119
245,9440,101.0,-0.9207383044845021,DSAC,sq_error,fanciful-mountain-119
246,9541,101.0,-1.027616040003779,DSAC,sq_error,fanciful-mountain-119
247,9642,101.0,-1.2956606093645127,DSAC,sq_error,fanciful-mountain-119
248,9743,101.0,-1.6585623561905691,DSAC,sq_error,fanciful-mountain-119
249,9844,101.0,-1.6240924087289978,DSAC,sq_error,fanciful-mountain-119
250,9945,101.0,-1.561965630978983,DSAC,sq_error,fanciful-mountain-119
251,10046,101.0,-1.3569843211437231,DSAC,sq_error,fanciful-mountain-119
0,101,101.0,-3.061203956604004,TD3,sq_error,classic-moon-117
1,202,101.0,-1.7548960447311401,TD3,sq_error,classic-moon-117
2,303,101.0,-1.2401609420776367,TD3,sq_error,classic-moon-117
